MedInc,Latitude,Longitude
3.7538,33.54,-117.16
4.8083,33.52,-117.05
4.125,33.52,-116.96
4.3833,33.56,-117.1
3.244,33.6,-117.02
4.2917,33.62,-116.96
6.9136,33.48,-117.22
3.475,33.53,-117.19
6.992999999999999,33.51,-117.18
3.9963,33.49,-117.12
4.5841,33.52,-117.12
4.6904,33.45,-117.15
2.83,33.46,-116.99
3.9617,33.57,-117.23
5.5351,33.55,-117.27
5.2066,33.51,-117.32
3.0043,33.71,-117.02
3.1591,33.71,-116.91
5.3623,33.73,-116.89
4.4792,33.68,-116.95
2.1071,33.65,-116.9
2.8125,33.63,-116.92
1.9961,33.73,-116.99
2.3712,33.74,-116.9
2.0714,33.75,-116.95
1.7847,33.75,-116.95
2.964,33.75,-116.93
3.6806,33.74,-116.93
2.4554,33.74,-116.95
3.069,33.73,-116.96
3.2371,33.73,-116.95
2.7083,33.74,-116.95
4.6406,33.74,-116.94
3.7175,33.73,-116.94
4.0433,33.73,-116.93
2.5898,33.75,-116.96
1.942,33.74,-116.97
1.3039,33.75,-116.97
1.4366,33.75,-116.99
1.8446,33.74,-116.98
2.2161,33.74,-116.97
2.2115,33.74,-116.96
2.4145,33.77,-116.94
1.8015,33.75,-117.01
1.7079,33.76,-116.95
1.9707,33.77,-116.98
2.1722,33.76,-116.99
2.1103,33.74,-117.0
1.9476,33.73,-117.02
2.2925,33.77,-116.99
2.8393,33.76,-117.02
2.6830000000000003,33.83,-116.98
2.3,33.81,-117.02
2.1979,33.79,-116.95
1.8845,33.79,-116.95
2.0135,33.79,-116.96
2.535,33.78,-116.97
1.7303,33.78,-116.95
2.0577,33.79,-116.89
2.5612,33.76,-116.87
1.5982,33.74,-116.88
2.0154,33.75,-116.89
2.3169,33.75,-116.91
2.9330000000000003,33.73,-116.86
2.4167,34.0,-117.04
2.5357,34.0,-117.06
3.5255,34.0,-117.04
4.7356,33.99,-116.99
2.3355,33.97,-117.01
3.1393,33.97,-116.95
2.4322,33.96,-116.97
2.7344,33.98,-117.11
2.8783,33.95,-117.02
3.125,33.89,-117.03
1.4063,33.94,-116.96
3.7083,33.92,-116.99
2.3977,33.97,-116.86
1.4688,33.99,-116.79
1.6875,33.92,-116.77
1.3286,33.9,-116.81
3.0417,33.86,-116.89
1.625,33.86,-116.95
2.7788,33.84,-116.86
3.4545,33.94,-116.98
1.9472,33.93,-116.98
3.0432,33.94,-116.97
1.4240000000000002,33.93,-116.97
2.1581,33.93,-116.98
3.6339,33.98,-116.9
2.0549,33.93,-116.93
2.0976,33.93,-116.89
1.2188,33.93,-116.88
2.2321,33.93,-116.9
5.5,34.0,-116.91
2.218,33.94,-116.87
1.4556,33.93,-116.87
2.7536,33.91,-116.87
2.6643,33.92,-116.89
3.3333,33.83,-116.75
3.4167,33.8,-116.8
3.0625,33.75,-116.71
3.5882,33.71,-116.68
2.9141,33.62,-116.74
3.8281,33.52,-116.8
2.8071,33.48,-116.89
3.0380000000000003,33.57,-116.87
2.355,33.56,-116.72
2.9167,33.61,-116.48
6.2702,33.64,-116.57
3.0694,33.46,-116.76
2.5625,33.51,-116.42
2.1830000000000003,33.49,-116.6
1.9107,33.5,-116.69
2.7219,33.82,-116.39
3.0208,33.94,-116.71
1.95,33.89,-116.51
2.8056,33.93,-116.61
1.1917,33.94,-116.57
3.5208,34.0,-116.57
1.6849,33.93,-116.44
1.7844,33.88,-116.36
3.3616,33.97,-116.52
1.4665,33.96,-116.51
2.625,33.95,-116.53
1.6983,33.95,-116.5
1.7388,33.94,-116.51
2.3382,33.96,-116.48
3.2578,33.94,-116.47
1.8,33.94,-116.48
4.0417,33.98,-116.5
4.0729,33.84,-116.51
1.5227,33.89,-116.63
3.6875,33.84,-116.52
1.9167,33.87,-116.54
3.3897,33.84,-116.57
2.9647,33.85,-116.53
5.7613,33.84,-116.55
2.5885,33.84,-116.53
3.4886,33.85,-116.52
2.1042,33.82,-116.5
2.9569,33.82,-116.49
2.5212,33.82,-116.52
1.5595,33.82,-116.54
2.6083,33.83,-116.56
3.6667,33.8,-116.48
2.5399,33.81,-116.5
3.4394,33.81,-116.52
2.1176,33.81,-116.54
3.1493,33.81,-116.54
3.7396,33.8,-116.49
2.2216,33.8,-116.54
3.1364,33.76,-116.57
2.25,33.69,-116.5
3.9737,33.79,-116.54
2.5489,33.78,-116.53
4.6855,33.88,-116.53
1.7204,33.84,-116.48
2.6298,33.79,-116.48
4.3111,33.84,-116.47
3.9508,33.82,-116.46
2.4497,33.81,-116.47
2.1411,33.79,-116.46
3.5223,33.81,-116.43
4.9444,33.79,-116.42
6.1437,33.78,-116.43
3.0859,33.78,-116.45
7.6281,33.76,-116.42
6.8729,33.78,-116.4
3.6161,33.8,-116.45
3.3799,33.78,-116.36
4.084,33.74,-116.38
4.0360000000000005,33.75,-116.33
3.2846,33.73,-116.31
1.3801,33.78,-116.46
2.5477,33.78,-116.46
4.4107,33.77,-116.47
3.3162,33.78,-116.47
4.0079,33.73,-116.38
3.312,33.72,-116.37
3.5569,33.72,-116.39
4.5556,33.71,-116.38
6.9833,33.69,-116.39
3.0021,33.72,-116.37
2.2439,33.77,-116.44
3.7727,33.75,-116.43
7.9885,33.74,-116.44
3.3639,33.74,-116.41
2.4659,33.74,-116.41
2.2208,33.68,-116.42
7.8005,33.69,-116.37
7.4382,33.72,-116.33
5.6918,33.67,-116.29
2.8882,33.68,-116.3
2.9187,33.67,-116.31
3.3333,33.67,-116.31
3.6354,33.66,-116.31
4.5938,33.65,-116.31
3.1086,33.72,-116.26
2.7667,33.69,-116.25
3.2833,33.7,-116.22
3.8125,33.76,-116.24
4.7195,33.74,-116.29
3.1771,33.72,-116.29
3.4583,33.81,-116.25
2.025,33.75,-116.25
3.775,33.72,-116.24
2.7598,33.71,-116.24
3.0682,33.73,-116.24
3.3107,33.74,-116.22
3.0673,33.75,-116.21
2.3169,33.72,-116.21
2.1217,33.73,-116.22
2.8648,33.73,-116.23
1.7083,33.71,-116.21
1.7172,33.72,-116.22
2.2989,33.7,-116.2
1.7805,33.72,-116.23
2.444,33.71,-116.23
2.9286,33.69,-116.15
2.0871,33.64,-116.11
1.6557,33.64,-116.15
2.5,33.63,-116.2
3.8846,33.66,-116.21
1.5809,33.68,-116.21
3.0114,33.68,-116.25
10.2948,33.65,-116.26
2.1287,33.53,-116.17
1.654,33.53,-116.12
1.7344,33.51,-116.01
2.0347,33.49,-115.84
2.2679,33.68,-116.16
2.5714,33.67,-116.17
1.9306,33.66,-116.17
1.7297,33.67,-116.19
2.2141,33.67,-116.18
2.375,33.69,-116.18
2.5383,33.69,-116.19
2.425,33.86,-116.08
1.625,33.54,-115.22
1.2656,33.92,-114.67
3.1827,33.88,-115.58
3.2097,33.82,-114.98
1.6154,33.97,-114.49
2.9653,33.6,-114.65
1.6395,33.49,-114.68
1.6509,33.69,-114.56
3.1917,33.64,-114.57
1.925,33.57,-114.57
2.0833,33.52,-114.57
2.1782,33.61,-114.59
2.1759,33.62,-114.61
2.6797,33.62,-114.6
3.3438,33.63,-114.58
0.536,33.62,-114.62
2.6768,33.61,-114.58
1.625,33.6,-114.6
3.9167,38.58,-121.43
4.0972,38.57,-121.43
3.7731,38.57,-121.42
3.9271,38.58,-121.44
3.5893,38.57,-121.43
3.776,38.57,-121.44
3.0208,38.58,-121.44
3.4914,38.58,-121.45
3.5313,38.57,-121.45
3.8914,38.58,-121.46
1.7765,38.58,-121.46
1.5922,38.58,-121.47
2.3266,38.58,-121.47
2.6976,38.58,-121.47
2.01,38.58,-121.48
1.6277,38.58,-121.48
1.4034,38.58,-121.49
1.6116,38.59,-121.48
1.0313,38.59,-121.49
1.4375,38.58,-121.49
0.7526,38.58,-121.5
2.5821,38.58,-121.5
3.358,38.57,-121.5
0.9196,38.58,-121.49
1.245,38.58,-121.48
1.4301,38.57,-121.48
1.625,38.57,-121.48
1.7568,38.57,-121.49
1.2209,38.57,-121.49
2.1691,38.57,-121.47
1.9034,38.57,-121.47
1.8512,38.57,-121.48
3.0217,38.57,-121.47
1.2041,38.57,-121.47
1.5872,38.58,-121.48
3.2963,38.57,-121.45
4.63,38.56,-121.45
2.9191,38.56,-121.46
3.1583,38.57,-121.46
3.2386,38.57,-121.46
3.1484,38.57,-121.46
2.0549,38.57,-121.46
3.1827,38.56,-121.43
3.7167,38.56,-121.44
2.8542,38.56,-121.44
2.5417,38.56,-121.43
3.0938,38.56,-121.43
5.1169,38.57,-121.45
4.0417,38.56,-121.45
2.6417,38.55,-121.42
2.7333,38.55,-121.43
1.4889,38.55,-121.45
3.3348,38.56,-121.46
2.625,38.56,-121.45
2.9821,38.55,-121.44
3.125,38.56,-121.47
2.2125,38.56,-121.46
1.7616,38.55,-121.46
1.2235,38.55,-121.46
1.1458,38.55,-121.47
1.8911,38.56,-121.47
2.0221,38.56,-121.47
1.7328,38.56,-121.47
2.0089,38.56,-121.48
2.7316,38.56,-121.48
1.78,38.57,-121.48
1.2813,38.56,-121.49
1.9013,38.56,-121.49
1.7155,38.57,-121.49
1.4712,38.57,-121.5
2.1719,38.57,-121.5
2.2031,38.57,-121.51
1.0114,38.57,-121.5
1.128,38.56,-121.5
1.0649,38.56,-121.51
2.8417,38.55,-121.51
2.7885,38.55,-121.51
3.0033,38.56,-121.49
3.3844,38.55,-121.49
5.6402,38.55,-121.5
3.6729,38.56,-121.49
2.5639,38.54,-121.49
8.338,38.54,-121.5
5.0359,38.55,-121.49
5.2362,38.55,-121.5
3.7344,38.54,-121.5
7.1035,38.55,-121.48
4.3929,38.55,-121.48
2.0833,38.56,-121.48
4.1467,38.55,-121.48
4.8603,38.55,-121.48
2.8542,38.56,-121.48
0.9948,38.55,-121.47
1.0208,38.55,-121.47
1.2679,38.54,-121.47
1.186,38.55,-121.47
2.0242,38.55,-121.47
2.7787,38.54,-121.45
1.4702,38.54,-121.45
1.8333,38.54,-121.46
2.0074,38.55,-121.46
3.0521,38.54,-121.42
2.9769,38.54,-121.43
3.15,38.54,-121.43
2.5694,38.54,-121.44
1.9485,38.54,-121.45
2.398,38.54,-121.42
2.925,38.54,-121.42
2.4618,38.54,-121.43
3.2404,38.54,-121.44
2.5389,38.54,-121.44
3.1944,38.53,-121.41
2.9737,38.53,-121.41
2.8298,38.53,-121.42
3.4083,38.53,-121.42
3.1208,38.53,-121.43
3.1667,38.53,-121.43
2.3272,38.53,-121.44
1.8689,38.52,-121.41
1.9423,38.51,-121.42
2.5574,38.52,-121.42
2.5898,38.52,-121.43
1.3927,38.52,-121.43
2.7697,38.52,-121.44
4.6923,38.53,-121.5
3.5231,38.53,-121.5
4.25,38.53,-121.51
5.3135,38.53,-121.51
2.2574,38.52,-121.5
5.5208,38.51,-121.51
6.6112,38.51,-121.51
4.0972,38.52,-121.51
2.3487,38.53,-121.48
3.125,38.53,-121.49
1.6932,38.54,-121.49
2.3542,38.53,-121.48
2.9911,38.52,-121.48
3.1014,38.52,-121.49
3.3906,38.53,-121.49
2.1975,38.54,-121.48
1.9837,38.53,-121.48
1.4138,38.54,-121.47
1.4625,38.53,-121.47
1.3646,38.53,-121.47
2.9219,38.51,-121.49
3.319,38.5,-121.49
3.0313,38.5,-121.49
3.7414,38.5,-121.5
3.1768,38.51,-121.49
3.9792,38.54,-121.51
4.2885,38.53,-121.52
3.5737,38.53,-121.52
3.0963,38.51,-121.52
4.1,38.49,-121.51
5.0371,38.5,-121.51
6.5253,38.51,-121.55
5.7621,38.5,-121.55
4.2075,38.5,-121.54
4.2216,38.51,-121.54
6.4667,38.5,-121.53
3.1607,38.51,-121.53
4.8497,38.5,-121.52
4.8811,38.48,-121.53
3.6196,38.49,-121.52
5.1442,38.49,-121.54
3.1583,38.52,-121.48
2.5926,38.51,-121.48
1.3679,38.5,-121.48
2.6613,38.49,-121.49
2.7368,38.49,-121.5
3.3689,38.49,-121.5
1.5908,38.49,-121.48
2.735,38.49,-121.49
2.3233,38.49,-121.47
2.6382,38.48,-121.47
2.3496,38.47,-121.49
3.2702,38.48,-121.47
1.7891,38.54,-121.45
1.7714,38.53,-121.45
2.1679,38.53,-121.45
2.4741,38.53,-121.45
1.7692,38.54,-121.46
1.8007,38.53,-121.46
1.5292,38.54,-121.46
1.2575,38.52,-121.47
1.5735,38.51,-121.46
2.7101,38.5,-121.45
1.7188,38.5,-121.47
3.625,38.51,-121.47
1.8205,38.52,-121.47
1.6521,38.52,-121.44
2.2245,38.51,-121.45
2.6288,38.52,-121.45
2.5592,38.52,-121.45
2.1736,38.52,-121.46
1.68,38.51,-121.46
2.71,38.52,-121.46
2.214,38.51,-121.44
4.088,38.5,-121.44
1.4007,38.5,-121.44
2.8139,38.51,-121.42
3.025,38.5,-121.42
2.575,38.49,-121.46
3.5323,38.49,-121.45
3.3878,38.49,-121.44
2.9571,38.48,-121.45
3.0625,38.48,-121.43
2.7262,38.48,-121.44
3.5402,38.48,-121.45
3.5227,38.48,-121.46
3.363,38.49,-121.42
1.9657,38.48,-121.42
3.5968,38.49,-121.4
2.9647,38.49,-121.38
2.0062,38.51,-121.39
1.3571,38.56,-121.42
4.3644,38.56,-121.39
4.3288,38.55,-121.38
4.6944,38.55,-121.38
3.5278,38.55,-121.39
1.9044,38.55,-121.39
5.0,38.55,-121.4
1.9167,38.55,-121.41
2.925,38.55,-121.4
0.9274,38.53,-121.4
0.9204,38.59,-121.48
1.725,38.59,-121.5
2.8231,38.6,-121.44
5.1385,38.56,-121.41
5.2449,38.57,-121.37
8.4016,38.57,-121.39
5.8416,38.57,-121.4
3.2443,38.57,-121.41
7.143,38.56,-121.4
1.7451,38.6,-121.42
2.2452,38.6,-121.42
3.8672,38.6,-121.42
2.1694,38.61,-121.43
2.6442,38.61,-121.44
3.4784,38.61,-121.41
2.0471,38.6,-121.41
2.6485,38.59,-121.41
2.5245,38.59,-121.41
3.089,38.58,-121.41
2.9559,38.61,-121.39
2.5238,38.6,-121.39
4.1488,38.61,-121.4
3.0156,38.59,-121.38
2.2264,38.59,-121.39
2.8,38.59,-121.39
2.5363,38.59,-121.4
2.0432,38.59,-121.4
3.2596,38.59,-121.38
2.8462,38.58,-121.39
6.3406,38.58,-121.39
3.788,38.6,-121.37
5.8336,38.6,-121.37
6.8469,38.6,-121.38
3.6053,38.61,-121.38
3.5179,38.59,-121.37
7.3343,38.58,-121.37
5.0497,38.58,-121.38
4.5313,38.59,-121.38
4.775,38.59,-121.37
2.7788,38.61,-121.35
5.0997,38.6,-121.35
4.4643,38.6,-121.36
3.875,38.6,-121.36
5.0492,38.61,-121.36
5.3243,38.59,-121.35
5.0508,38.59,-121.36
8.4699,38.58,-121.36
8.6572,38.58,-121.35
7.8031,38.58,-121.34
5.9174,38.59,-121.34
8.05,38.59,-121.34
5.5632,38.64,-121.36
4.875,38.63,-121.36
3.4299,38.62,-121.35
2.5511,38.61,-121.35
3.8882,38.61,-121.36
3.0580000000000003,38.62,-121.36
4.7283,38.63,-121.36
4.6111,38.64,-121.37
2.1472,38.64,-121.38
2.6623,38.63,-121.37
4.8194,38.63,-121.37
4.6127,38.63,-121.37
1.6678,38.62,-121.37
2.2,38.62,-121.38
3.5625,38.62,-121.38
3.0139,38.62,-121.37
3.7569,38.61,-121.37
3.0833,38.61,-121.37
3.0086,38.61,-121.38
2.7813,38.63,-121.39
3.8068,38.63,-121.39
2.4632,38.61,-121.39
2.2844,38.62,-121.39
1.8176,38.62,-121.39
2.517,38.63,-121.4
1.8571,38.63,-121.4
2.2292,38.62,-121.4
1.9908,38.61,-121.4
2.5162,38.62,-121.41
2.0786,38.62,-121.42
2.1776,38.61,-121.42
1.3696,38.61,-121.43
2.0224,38.62,-121.42
2.6055,38.63,-121.42
1.6641,38.63,-121.43
1.9412,38.63,-121.42
2.0639,38.62,-121.43
1.8792,38.61,-121.44
2.3214,38.64,-121.41
1.9167,38.64,-121.41
1.8611,38.64,-121.42
1.6033,38.64,-121.42
2.0980000000000003,38.65,-121.42
3.1696,38.65,-121.43
2.0417,38.64,-121.43
1.125,38.64,-121.44
1.0398,38.64,-121.44
3.8295,38.65,-121.44
1.3302,38.63,-121.44
1.3462,38.63,-121.44
1.6343,38.63,-121.44
1.9107,38.62,-121.44
1.4387,38.62,-121.44
2.6369,38.65,-121.45
3.2039,38.65,-121.46
3.8125,38.65,-121.46
1.867,38.64,-121.45
1.6607,38.64,-121.46
1.56,38.63,-121.46
1.4397,38.63,-121.45
2.5643,38.62,-121.45
1.4861,38.62,-121.45
1.0424,38.61,-121.45
2.4205,38.61,-121.46
1.9871,38.62,-121.46
1.0467,38.61,-121.44
4.6625,38.6,-121.45
1.0685,38.61,-121.45
1.2917,38.61,-121.46
1.9688,38.6,-121.46
0.9379,38.61,-121.45
2.1889,38.63,-121.47
1.6563,38.61,-121.47
1.6331,38.61,-121.47
3.9615,38.65,-121.52
3.6788,38.61,-121.53
3.7449,38.63,-121.49
3.7188,38.62,-121.5
2.6745,38.61,-121.5
3.1944,38.63,-121.5
3.9143,38.62,-121.49
3.4291,38.61,-121.49
3.8272,38.62,-121.48
2.3438,38.61,-121.48
2.1029,38.69,-121.51
8.0379,38.69,-121.59
3.0903,38.72,-121.42
4.7396,38.73,-121.44
4.0227,38.72,-121.47
3.5129,38.71,-121.44
4.0625,38.7,-121.42
3.9853,38.7,-121.45
3.8611,38.7,-121.46
2.5,38.69,-121.43
2.0625,38.68,-121.44
3.725,38.68,-121.42
3.6429,38.69,-121.41
3.1942,38.69,-121.44
2.2243,38.69,-121.45
2.8333,38.68,-121.46
5.0155,38.68,-121.47
3.3125,38.69,-121.46
3.625,38.7,-121.47
2.7179,38.66,-121.43
3.9914,38.66,-121.46
2.5062,38.66,-121.4
3.0833,38.69,-121.37
3.3074,38.68,-121.37
4.0673,38.68,-121.38
3.1786,38.68,-121.37
3.2361,38.69,-121.37
2.6713,38.69,-121.38
4.0909,38.69,-121.39
2.7009,38.69,-121.37
3.5429,38.68,-121.37
2.5542,38.68,-121.37
2.4844,38.68,-121.38
1.7596,38.68,-121.38
2.2723,38.67,-121.37
2.555,38.67,-121.37
2.3958,38.67,-121.38
2.2788,38.67,-121.38
0.9338,38.67,-121.39
3.6484,38.7,-121.37
2.2402,38.7,-121.38
3.865,38.69,-121.39
3.4911,38.7,-121.37
3.7857,38.69,-121.34
3.7031,38.69,-121.34
4.3118,38.68,-121.35
3.5403,38.68,-121.35
4.5432,38.72,-121.35
3.9318,38.71,-121.38
3.8355,38.71,-121.4
3.6989,38.69,-121.36
3.5802,38.7,-121.35
2.3683,38.67,-121.36
2.2339,38.67,-121.36
2.3844,38.66,-121.37
2.7955,38.66,-121.36
2.4574,38.66,-121.37
1.8972,38.66,-121.38
3.1858,38.65,-121.38
3.6937,38.64,-121.39
4.2743,38.68,-121.34
4.0352,38.67,-121.34
3.0417,38.67,-121.34
1.9805,38.66,-121.34
2.7011,38.66,-121.35
2.8092,38.66,-121.34
2.119,38.66,-121.34
2.5556,38.66,-121.35
3.6953,38.66,-121.36
3.6786,38.64,-121.37
3.2243,38.65,-121.35
2.7797,38.66,-121.33
2.6266,38.65,-121.33
4.6,38.65,-121.34
2.8106,38.65,-121.33
3.8068,38.64,-121.34
2.4342,38.64,-121.33
3.7562,38.64,-121.34
4.0036,38.63,-121.34
2.7181,38.63,-121.33
2.2574,38.62,-121.33
2.4537,38.62,-121.34
2.6023,38.61,-121.34
2.0926,38.61,-121.34
2.7079,38.61,-121.33
3.9063,38.61,-121.34
6.2817,38.6,-121.33
3.3182,38.63,-121.29
3.0972,38.63,-121.3
3.0348,38.63,-121.32
6.244,38.62,-121.31
3.0864,38.62,-121.32
2.6897,38.62,-121.32
2.774,38.61,-121.32
6.6238,38.61,-121.31
4.0833,38.64,-121.3
4.6302,38.64,-121.31
3.6523,38.64,-121.32
5.2081,38.66,-121.31
4.7381,38.66,-121.31
5.078,38.66,-121.32
3.95,38.66,-121.32
3.0952,38.65,-121.32
5.5,38.65,-121.31
3.712,38.66,-121.3
4.2188,38.66,-121.3
4.5278,38.65,-121.3
3.5852,38.65,-121.3
5.4889,38.66,-121.21
5.6529,38.65,-121.21
5.259,38.64,-121.24
4.6437,38.65,-121.23
4.8088,38.66,-121.23
6.2082,38.66,-121.24
3.7869,38.66,-121.28
5.02,38.66,-121.25
6.1183,38.66,-121.26
6.1872,38.66,-121.27
4.1382,38.66,-121.27
5.6864,38.64,-121.25
4.6484,38.65,-121.26
2.9016,38.65,-121.27
4.3098,38.64,-121.27
4.8375,38.64,-121.26
5.2949,38.65,-121.27
3.8816,38.65,-121.29
4.8661,38.64,-121.28
10.2264,38.63,-121.28
3.6298,38.64,-121.28
2.8973,38.71,-121.28
3.0212,38.7,-121.28
3.575,38.71,-121.28
3.7813,38.7,-121.28
2.6016,38.68,-121.28
3.235,38.7,-121.3
4.0739,38.69,-121.3
3.8776,38.69,-121.32
1.9093,38.68,-121.33
2.8226,38.71,-121.3
3.5769,38.71,-121.29
2.2813,38.72,-121.3
3.9506,38.72,-121.31
4.5245,38.71,-121.32
4.3836,38.71,-121.31
4.3643,38.7,-121.32
3.2444,38.7,-121.32
3.0703,38.7,-121.32
2.7868,38.7,-121.33
4.6923,38.69,-121.33
3.5893,38.68,-121.32
2.8426,38.67,-121.32
3.1382,38.67,-121.32
4.1563,38.67,-121.31
1.962,38.67,-121.33
2.5909,38.66,-121.33
4.8224,38.67,-121.31
4.0417,38.67,-121.32
3.5444,38.68,-121.29
3.6995,38.69,-121.3
2.1009,38.68,-121.31
3.8603,38.68,-121.31
3.0733,38.67,-121.3
5.2817,38.68,-121.3
4.8523,38.67,-121.3
3.3188,38.66,-121.3
4.2037,38.67,-121.3
4.6488,38.7,-121.27
4.4489,38.69,-121.27
2.7477,38.68,-121.26
5.7133,38.7,-121.24
4.2464,38.7,-121.25
5.2586,38.69,-121.26
4.5562,38.69,-121.25
4.1607,38.69,-121.25
3.7426,38.68,-121.24
4.9688,38.68,-121.25
5.2051,38.68,-121.26
6.1943,38.68,-121.25
4.2262,38.67,-121.25
4.2273,38.67,-121.26
2.5199,38.67,-121.27
4.0781,38.66,-121.26
2.7388,38.67,-121.27
3.8906,38.67,-121.27
3.75,38.68,-121.28
5.4797,38.67,-121.28
4.3625,38.67,-121.28
1.8589,38.68,-121.29
3.6516,38.67,-121.29
5.2177,38.72,-121.25
4.4609,38.71,-121.27
4.3009,38.71,-121.25
4.3826,38.7,-121.26
5.6902,38.69,-121.17
3.2321,38.71,-121.19
6.3528,38.69,-121.18
4.3214,38.7,-121.2
2.7174,38.69,-121.2
3.4506,38.68,-121.22
4.4695,38.71,-121.22
4.8542,38.71,-121.23
3.9226,38.69,-121.23
3.8954,38.67,-121.23
4.0182,38.67,-121.24
3.4896,38.68,-121.2
4.1071,38.67,-121.21
4.05,38.67,-121.22
3.0533,38.67,-121.21
4.817,38.67,-121.19
2.9803,38.67,-121.2
4.6902,38.67,-121.2
6.1185,38.66,-121.19
5.47,38.66,-121.2
6.1359,38.69,-121.15
2.5183,38.71,-121.17
3.0,38.68,-121.17
2.3333,38.67,-121.18
3.7796,38.67,-121.16
5.0159,38.68,-121.15
3.1161,38.68,-121.16
6.2503,38.66,-121.13
4.2031,38.55,-121.13
6.8869,38.51,-121.06
3.6645,38.47,-121.13
7.2582,38.63,-121.24
2.233,38.58,-121.22
2.6981,38.55,-121.28
3.1711,38.59,-121.31
3.6817,38.59,-121.32
2.5035,38.59,-121.32
3.9727,38.61,-121.29
4.3235,38.61,-121.3
3.3926,38.6,-121.3
2.7652,38.62,-121.27
2.7356,38.61,-121.28
2.4722,38.61,-121.28
4.4519,38.61,-121.29
2.9452,38.61,-121.27
3.1654,38.6,-121.28
3.1194,38.6,-121.28
4.0938,38.6,-121.29
5.31,38.57,-121.32
3.3110000000000004,38.56,-121.33
3.6897,38.57,-121.32
4.5766,38.56,-121.32
2.9693,38.54,-121.32
3.1042,38.53,-121.28
2.3787,38.58,-121.3
2.6471,38.58,-121.3
2.5035,38.58,-121.31
3.5192,38.57,-121.31
2.5,38.57,-121.31
2.3684,38.57,-121.33
3.0481,38.59,-121.28
3.6563,38.59,-121.29
2.1116,38.59,-121.3
2.8966,38.58,-121.3
2.9896,38.56,-121.34
4.1447,38.55,-121.34
3.5691,38.54,-121.35
2.9464,38.56,-121.37
2.6635,38.57,-121.37
2.7679,38.56,-121.37
5.6485,38.57,-121.36
4.5066,38.56,-121.35
5.0917,38.58,-121.34
4.4602,38.57,-121.34
3.9934,38.55,-121.35
5.0427,38.55,-121.35
2.8021,38.55,-121.36
5.0622,38.56,-121.35
5.2881,38.56,-121.36
4.5815,38.55,-121.37
1.8288,38.56,-121.36
2.0901,38.56,-121.37
4.15,38.51,-121.3
4.2206,38.51,-121.35
4.3658,38.47,-121.4
4.5604,38.47,-121.38
5.4445,38.43,-121.39
5.8831,38.44,-121.27
4.3879,38.46,-121.35
5.7452,38.44,-121.34
5.8239,38.41,-121.32
5.1811,38.42,-121.36
3.5625,38.41,-121.37
3.3281,38.42,-121.37
4.7557,38.41,-121.38
4.45,38.41,-121.38
4.8831,38.4,-121.38
6.2575,38.39,-121.37
3.175,38.4,-121.35
4.175,38.4,-121.36
5.2447,38.39,-121.36
7.0326,38.37,-121.13
3.8897,38.36,-121.2
4.6989,38.4,-121.22
4.5368,38.43,-121.22
4.5272,38.36,-121.29
4.4107,38.31,-121.27
4.1974,38.33,-121.1
3.9808,38.28,-121.2
4.4125,38.27,-121.26
4.8073,38.28,-121.29
3.2234,38.28,-121.35
4.4306,38.28,-121.33
1.9485,38.28,-121.31
3.215,38.26,-121.3
1.8846,38.26,-121.31
4.1179,38.26,-121.32
2.5727,38.25,-121.3
4.0516,38.46,-121.48
2.3343,38.47,-121.42
4.0625,38.46,-121.43
4.35,38.47,-121.43
4.1597,38.47,-121.44
3.3608,38.47,-121.44
3.5461,38.46,-121.44
4.9516,38.43,-121.44
3.0833,38.34,-121.41
4.4519,38.37,-121.45
2.0048,38.34,-121.5
2.8616,38.29,-121.54
2.9744,38.26,-121.56
1.6458,38.26,-121.51
2.4353,38.19,-121.57
3.3398,38.1,-121.7
5.8324,36.9,-121.29
4.025,36.89,-121.37
4.6477,36.92,-121.47
2.6719,36.85,-121.53
2.625,36.86,-121.51
4.7813,36.88,-121.6
4.2333,36.81,-121.5
3.1375,36.86,-121.45
2.6818,36.86,-121.42
2.8839,36.85,-121.41
2.6598,36.85,-121.4
2.9554,36.84,-121.4
3.0912,36.84,-121.4
3.7049,36.84,-121.41
1.9405,36.86,-121.4
3.7316,36.85,-121.38
4.1875,36.84,-121.38
3.5714,36.84,-121.37
3.6354,36.84,-121.38
4.76,36.83,-121.37
3.067,36.83,-121.4
4.005,36.84,-121.44
2.3125,36.85,-121.42
3.6333,36.79,-121.32
5.0871,36.81,-121.36
4.1528,36.76,-121.34
2.2132,36.72,-121.06
3.2292,36.47,-120.95
6.1287,34.01,-117.75
8.4411,33.97,-117.78
5.7763,33.99,-117.72
6.7172,33.98,-117.76
5.6501,33.97,-117.74
5.228,33.97,-117.72
3.851,33.97,-117.71
6.2141,33.92,-117.7
7.5839,33.95,-117.75
5.1165,33.94,-117.76
2.725,34.09,-117.69
3.7802,34.08,-117.7
3.625,34.09,-117.7
2.5972,34.08,-117.71
3.8875,34.07,-117.71
4.5185,34.08,-117.69
3.7083,34.07,-117.69
3.8586,34.07,-117.69
3.2344,34.08,-117.69
3.6,34.07,-117.71
4.1448,34.08,-117.7
3.7969,34.07,-117.7
2.7986,34.06,-117.69
2.5536,34.06,-117.69
2.3049,34.06,-117.7
2.9107,34.06,-117.7
1.4722,34.06,-117.71
2.5395,34.05,-117.68
4.3264,34.05,-117.69
4.7357,34.05,-117.7
3.625,34.06,-117.71
2.5735,34.05,-117.71
2.7321,34.05,-117.72
