,Longitude,Latitude,MedInc
10544,-117.76,33.71,8.3634
10545,-117.75,33.71,3.2841
10546,-117.76,33.7,7.9125
10547,-117.77,33.71,7.3141
10548,-117.77,33.7,5.5464
10549,-117.77,33.7,3.7147
10550,-117.69,33.65,6.1062
10551,-117.71,33.65,8.6088
10552,-117.7,33.65,6.1863
10553,-117.71,33.64,8.111
10554,-117.71,33.63,5.8399
10555,-117.71,33.63,4.5909
10556,-117.71,33.63,3.4261
10557,-117.7,33.63,5.2325
10558,-117.72,33.64,2.2969
10559,-117.7,33.62,5.0686
10560,-117.7,33.63,5.5584
10561,-117.71,33.62,5.8898
10562,-117.76,33.72,10.4498
10563,-117.76,33.72,7.9739
10564,-117.75,33.72,8.7603
10565,-117.76,33.72,4.3636
10566,-117.76,33.71,3.2229
10567,-117.74,33.73,4.1167
10568,-117.69,33.66,8.2953
10569,-117.69,33.66,6.9501
10570,-117.67,33.67,5.7797
10571,-117.67,33.66,4.7341
10572,-117.68,33.65,5.928
10573,-117.64,33.68,6.5069
10574,-117.7,33.72,1.9659
10575,-117.69,33.65,7.5619
10576,-117.7,33.64,8.1926
10577,-117.69,33.63,4.9079
10578,-117.69,33.64,5.7559
10579,-117.69,33.64,6.9741
10580,-117.82,33.71,2.885
10581,-117.82,33.72,6.5987
10582,-117.81,33.73,2.1719
10583,-117.8,33.72,4.821000000000001
10584,-117.81,33.71,7.3769
10585,-117.82,33.72,6.8634
10586,-117.77,33.7,5.4248
10587,-117.77,33.69,3.7988
10588,-117.77,33.69,5.0631
10589,-117.77,33.69,2.1406
10590,-117.78,33.69,5.1299
10591,-117.78,33.68,6.115
10592,-117.78,33.69,6.0961
10593,-117.8,33.69,6.8219
10594,-117.79,33.69,5.7115
10595,-117.79,33.68,6.8722
10596,-117.8,33.68,4.4391
10597,-117.8,33.69,4.2083
10598,-117.8,33.69,7.9887
10599,-117.8,33.68,3.631
10600,-117.8,33.68,6.9133
10601,-117.81,33.67,7.7589
10602,-117.81,33.67,4.6019
10603,-117.81,33.67,5.2124
10604,-117.81,33.67,7.2025
10605,-117.81,33.67,7.4581
10606,-117.81,33.68,5.1583
10607,-117.78,33.68,6.0634
10608,-117.78,33.68,4.6793
10609,-117.79,33.68,7.2118
10610,-117.78,33.68,4.0187
10611,-117.79,33.68,5.7858
10612,-117.79,33.68,8.735
10613,-117.8,33.67,5.7759
10614,-117.8,33.67,8.283999999999999
10615,-117.8,33.67,6.7962
10616,-117.81,33.69,2.4233
10617,-117.81,33.68,4.5469
10618,-117.82,33.68,8.7974
10619,-117.82,33.68,7.9187
10620,-117.82,33.67,6.276
10621,-117.83,33.68,4.1652
10622,-117.82,33.68,6.1395
10623,-117.77,33.67,4.5094
10624,-117.77,33.72,6.5743
10625,-117.77,33.72,7.8139
10626,-117.77,33.71,8.1111
10627,-117.77,33.71,7.5847
10628,-117.77,33.71,5.5631
10629,-117.78,33.71,7.3518
10630,-117.78,33.71,4.6141
10631,-117.79,33.73,7.2074
10632,-117.78,33.7,5.409
10633,-117.79,33.7,6.3298
10634,-117.79,33.71,6.2162
10635,-117.79,33.71,7.1069
10636,-117.79,33.7,4.4286
10637,-117.8,33.7,5.2923
10638,-117.79,33.7,5.1741
10639,-117.79,33.69,6.5783
10640,-117.79,33.69,8.7385
10641,-117.8,33.69,3.3438
10642,-117.8,33.55,4.1304
10643,-117.79,33.56,7.866
10644,-117.81,33.56,10.9601
10645,-117.8,33.55,5.8371
10646,-117.77,33.6,3.7059
10647,-117.8,33.53,4.1591
10648,-117.78,33.54,2.2969
10649,-117.79,33.55,3.821
10650,-117.75,33.54,5.0907
10651,-117.77,33.51,4.4464
10652,-117.77,33.55,6.7861
10653,-117.73,33.57,4.8488
10654,-117.86,33.67,3.875
10655,-117.82,33.67,2.5197
10656,-117.83,33.67,3.7976
10657,-117.83,33.66,6.5356
10658,-117.83,33.66,5.3423
10659,-117.81,33.67,6.3767
10660,-117.8,33.66,4.0
10661,-117.81,33.66,10.0757
10662,-117.81,33.66,5.8752
10663,-117.82,33.66,6.4238
10664,-117.84,33.64,2.4132
10665,-117.87,33.61,7.79
10666,-117.86,33.61,8.6001
10667,-117.88,33.55,10.1275
10668,-117.84,33.6,9.0519
10669,-117.86,33.62,7.9367
10670,-117.86,33.62,10.1989
10671,-117.85,33.62,10.3893
10672,-117.85,33.61,7.5674
10673,-117.85,33.62,15.0001
10674,-117.86,33.63,5.3099
10675,-117.77,33.54,7.2217
10676,-117.76,33.54,6.9257
10677,-117.77,33.54,4.1699
10678,-117.77,33.53,3.2708
10679,-117.8,33.52,3.053
10680,-117.76,33.53,7.9794
10681,-117.76,33.53,8.4614
10682,-117.76,33.53,10.6349
10683,-117.77,33.53,5.1837
10684,-117.78,33.51,6.6178
10685,-117.73,33.63,5.5137
10686,-117.74,33.62,5.6877
10687,-117.75,33.64,5.5342
10688,-117.72,33.62,3.1679
10689,-117.72,33.62,2.8583
10690,-117.71,33.61,2.395
10691,-117.72,33.63,1.9
10692,-117.72,33.62,2.7634
10693,-117.73,33.61,4.8611
10694,-117.74,33.62,3.4706
10695,-117.74,33.61,3.7422
10696,-117.74,33.61,3.5625
10697,-117.75,33.61,3.1779
10698,-117.75,33.6,4.9
10699,-117.75,33.61,3.2845
10700,-117.73,33.61,2.6759
10701,-117.7,33.61,3.6484
10702,-117.7,33.6,2.3774
10703,-117.71,33.6,3.5521
10704,-117.71,33.6,2.3387
10705,-117.72,33.61,2.5685
10706,-117.72,33.61,2.49
10707,-117.71,33.61,2.6848
10708,-117.71,33.61,2.3438
10709,-117.71,33.6,2.7601
10710,-117.7,33.6,2.625
10711,-117.7,33.6,3.1131
10712,-117.7,33.59,4.1678
10713,-117.84,33.66,4.5833
10714,-117.84,33.66,3.7857
10715,-117.84,33.65,2.2262
10716,-117.83,33.66,7.9217
10717,-117.83,33.65,3.7875
10718,-117.83,33.65,4.1103
10719,-117.82,33.66,6.4967
10720,-117.81,33.63,8.1093
10721,-117.82,33.65,6.3822
10722,-117.8,33.63,4.1944
10723,-117.8,33.64,8.8693
10724,-117.8,33.63,11.1121
10725,-117.82,33.64,9.8589
10726,-117.81,33.64,11.0138
10727,-117.81,33.64,12.3411
10728,-117.88,33.6,8.8742
10729,-117.87,33.6,6.6155
10730,-117.87,33.6,5.1155
10731,-117.87,33.59,6.6544
10732,-117.87,33.6,5.2949
10733,-117.86,33.6,6.6265
10734,-117.87,33.6,4.498
10735,-117.89,33.6,7.8164
10736,-117.9,33.61,4.0764
10737,-117.91,33.61,4.8
10738,-117.91,33.6,5.1048
10739,-117.92,33.57,7.2988
10740,-117.9,33.6,3.6538
10741,-117.92,33.61,3.5682
10742,-117.91,33.61,11.075
10743,-117.92,33.61,10.3682
10744,-117.92,33.61,10.3048
10745,-117.91,33.61,11.216
10746,-117.88,33.63,4.7024
10747,-117.89,33.62,3.0625
10748,-117.88,33.64,8.5574
10749,-117.9,33.61,13.1738
10750,-117.89,33.61,6.3017
10751,-117.89,33.61,6.0247
10752,-117.89,33.61,5.0
10753,-117.89,33.61,5.1923
10754,-117.89,33.6,5.6336
10755,-117.89,33.61,4.2222
10756,-117.9,33.61,3.4937
10757,-117.87,33.64,10.2849
10758,-117.86,33.65,5.4284
10759,-117.87,33.63,10.8289
10760,-117.87,33.62,15.0001
10761,-117.87,33.62,9.802
10762,-117.88,33.65,5.9055
10763,-117.9,33.63,10.1454
10764,-117.91,33.63,3.1985
10765,-117.9,33.63,6.1426
10766,-117.9,33.63,3.2125
10767,-117.9,33.63,7.1148
10768,-117.88,33.66,3.5426
10769,-117.89,33.66,4.1372
10770,-117.9,33.66,3.6042
10771,-117.9,33.65,4.6808
10772,-117.89,33.66,5.5422
10773,-117.9,33.65,6.632000000000001
10774,-117.9,33.64,3.9375
10775,-117.9,33.65,5.2549
10776,-117.9,33.65,4.4135
10777,-117.91,33.65,2.625
10778,-117.9,33.65,3.4125
10779,-117.91,33.65,2.2222
10780,-117.91,33.64,3.9306
10781,-117.9,33.64,5.0532
10782,-117.91,33.64,4.8098
10783,-117.91,33.64,3.6406
10784,-117.91,33.63,2.7264
10785,-117.92,33.63,4.9643
10786,-117.91,33.63,4.9125
10787,-117.92,33.64,3.1305
10788,-117.91,33.64,2.8553
10789,-117.92,33.63,3.5161
10790,-117.91,33.63,3.5388
10791,-117.92,33.62,5.2416
10792,-117.92,33.63,7.8496
10793,-117.92,33.62,6.5842
10794,-117.91,33.61,5.9196
10795,-117.91,33.62,4.4063
10796,-117.91,33.62,9.2175
10797,-117.92,33.61,5.3369
10798,-117.93,33.62,4.5658
10799,-117.93,33.62,5.6315
10800,-117.94,33.62,6.5928
10801,-117.95,33.63,6.0516
10802,-117.96,33.6,5.2333
10803,-117.93,33.61,3.8125
10804,-117.93,33.62,7.0516
10805,-117.94,33.62,3.6607
10806,-117.94,33.65,5.6637
10807,-117.93,33.65,4.4211
10808,-117.93,33.64,2.7143
10809,-117.94,33.64,2.6221
10810,-117.93,33.64,2.5301
10811,-117.92,33.64,3.0708
10812,-117.94,33.64,1.6389
10813,-117.93,33.64,2.7543
10814,-117.95,33.63,5.8777
10815,-117.95,33.63,6.0
10816,-117.93,33.63,4.6161
10817,-117.95,33.63,3.9917
10818,-117.91,33.65,4.1029
10819,-117.92,33.64,2.75
10820,-117.92,33.65,3.4417
10821,-117.93,33.65,3.5179
10822,-117.91,33.65,2.1074
10823,-117.92,33.65,0.9702
10824,-117.92,33.65,4.1026
10825,-117.92,33.65,3.184
10826,-117.93,33.65,2.75
10827,-117.92,33.68,4.8125
10828,-117.93,33.67,8.1001
10829,-117.94,33.67,8.1839
10830,-117.94,33.66,5.5
10831,-117.94,33.65,5.2732
10832,-117.93,33.65,4.2036
10833,-117.93,33.69,5.01
10834,-117.93,33.69,6.4441
10835,-117.92,33.68,4.4732
10836,-117.93,33.68,5.069
10837,-117.94,33.68,7.4056
10838,-117.92,33.67,4.2071
10839,-117.93,33.66,9.6062
10840,-117.93,33.65,3.1483
10841,-117.91,33.69,5.2815
10842,-117.91,33.67,3.512
10843,-117.9,33.68,4.8359
10844,-117.9,33.67,6.1601
10845,-117.89,33.68,5.0853
10846,-117.9,33.67,6.6833
10847,-117.91,33.67,4.4625
10848,-117.91,33.66,4.0341
10849,-117.91,33.65,4.0417
10850,-117.91,33.66,3.225
10851,-117.9,33.66,3.1667
10852,-117.9,33.66,6.6369
10853,-117.9,33.69,5.422000000000001
10854,-117.87,33.69,3.7174
10855,-117.89,33.68,3.3409
10856,-117.88,33.69,5.2138
10857,-117.86,33.71,3.152
10858,-117.86,33.71,3.375
10859,-117.87,33.71,4.9148
10860,-117.87,33.71,3.5326
10861,-117.87,33.7,4.9153
10862,-117.87,33.7,5.0956
10863,-117.88,33.71,4.1
10864,-117.88,33.71,3.5551
10865,-117.88,33.71,3.1742
10866,-117.88,33.7,5.4836
10867,-117.88,33.7,3.4835
10868,-117.88,33.7,5.3254
10869,-117.88,33.7,3.8029
10870,-117.9,33.72,3.6875
10871,-117.91,33.72,4.5607
10872,-117.9,33.72,4.3899
10873,-117.9,33.73,3.2639
10874,-117.89,33.72,4.65
10875,-117.89,33.72,3.6618
10876,-117.88,33.73,4.5726
10877,-117.88,33.72,3.9844
10878,-117.88,33.72,3.89
10879,-117.9,33.71,6.1966
10880,-117.89,33.71,4.7422
10881,-117.89,33.71,4.5814
10882,-117.9,33.71,6.2488
10883,-117.89,33.71,6.2452
10884,-117.9,33.71,6.3427
10885,-117.92,33.7,4.2708
10886,-117.91,33.71,3.6505
10887,-117.89,33.7,3.2386
10888,-117.9,33.7,4.6483
10889,-117.9,33.7,4.5757
10890,-117.86,33.73,3.5694
10891,-117.86,33.72,2.3333
10892,-117.87,33.72,3.5902
10893,-117.87,33.72,3.8421
10894,-117.86,33.72,3.4130000000000003
10895,-117.86,33.72,3.5511
10896,-117.85,33.73,2.4539
10897,-117.84,33.73,2.4211
10898,-117.84,33.74,3.1353
10899,-117.84,33.74,3.3611
10900,-117.84,33.74,3.2104
10901,-117.83,33.74,2.6771
10902,-117.86,33.75,1.8
10903,-117.86,33.75,1.9309
10904,-117.86,33.75,2.9271
10905,-117.86,33.76,2.8289
10906,-117.85,33.74,2.7059
10907,-117.85,33.75,2.5651
10908,-117.86,33.74,3.375
10909,-117.86,33.74,4.125
10910,-117.85,33.74,2.1992
10911,-117.86,33.73,3.775
10912,-117.86,33.73,3.7202
10913,-117.86,33.73,2.6385
10914,-117.87,33.74,2.6734
10915,-117.87,33.73,3.4193
10916,-117.87,33.74,3.415
10917,-117.86,33.74,3.425
10918,-117.86,33.73,3.3125
10919,-117.86,33.74,2.5
10920,-117.89,33.73,3.0824
10921,-117.9,33.73,3.7147
10922,-117.9,33.73,4.1
10923,-117.88,33.73,3.2037
10924,-117.88,33.73,3.75
10925,-117.89,33.75,4.0231
10926,-117.89,33.74,2.9167
10927,-117.89,33.74,3.2292
10928,-117.9,33.75,3.425
10929,-117.9,33.74,2.2105
10930,-117.9,33.74,2.3783
10931,-117.91,33.74,2.9926
10932,-117.91,33.73,4.7639
10933,-117.9,33.73,3.9659
10934,-117.9,33.74,2.7535
10935,-117.9,33.74,4.7679
10936,-117.9,33.74,3.0833
10937,-117.89,33.74,3.75
10938,-117.89,33.74,4.6875
10939,-117.89,33.73,4.0769
10940,-117.88,33.75,1.5026
10941,-117.88,33.74,3.1964
10942,-117.88,33.74,3.1691
10943,-117.88,33.74,2.8077
10944,-117.87,33.74,2.7632
10945,-117.88,33.74,2.5224
10946,-117.88,33.74,3.0083
10947,-117.87,33.76,2.246
10948,-117.87,33.75,2.6561
10949,-117.87,33.75,2.6635
10950,-117.86,33.75,3.5972
10951,-117.86,33.75,1.5054
10952,-117.87,33.75,0.971
10953,-117.87,33.75,1.7019
10954,-117.88,33.76,3.4345
10955,-117.88,33.76,1.7823
10956,-117.88,33.75,4.5125
10957,-117.88,33.75,2.8342
10958,-117.9,33.76,3.6953
10959,-117.9,33.75,3.7143
10960,-117.89,33.76,3.8056
10961,-117.89,33.75,3.1713
10962,-117.88,33.78,3.5972
10963,-117.88,33.77,6.9737
10964,-117.88,33.78,3.3472
10965,-117.89,33.77,4.1951
10966,-117.89,33.77,3.9219
10967,-117.89,33.76,4.8
10968,-117.87,33.77,8.0784
10969,-117.87,33.76,4.1071
10970,-117.86,33.77,4.6111
10971,-117.86,33.76,4.7083
10972,-117.84,33.76,4.2798
10973,-117.85,33.76,2.8828
10974,-117.84,33.76,5.375
10975,-117.84,33.76,3.6806
10976,-117.84,33.75,4.0214
10977,-117.85,33.76,4.5461
10978,-117.84,33.77,4.3292
10979,-117.85,33.77,4.0398
10980,-117.84,33.77,3.5195
10981,-117.84,33.76,4.3698
10982,-117.83,33.75,4.9957
10983,-117.82,33.75,4.6161
10984,-117.82,33.75,2.8261
10985,-117.82,33.74,3.0958
10986,-117.83,33.75,3.4152
10987,-117.81,33.75,5.021
10988,-117.8,33.74,5.2998
10989,-117.81,33.73,3.5719
10990,-117.81,33.74,3.3047
10991,-117.81,33.73,3.0305
10992,-117.81,33.73,4.7273
10993,-117.82,33.73,3.8703
10994,-117.82,33.73,4.7039
10995,-117.82,33.73,5.0162
10996,-117.83,33.74,3.0382
10997,-117.83,33.73,3.5387
10998,-117.8,33.76,6.9014
10999,-117.79,33.76,11.0546
11000,-117.79,33.75,13.466
11001,-117.79,33.75,9.3845
11002,-117.8,33.75,5.3903
11003,-117.8,33.74,6.5616
11004,-117.81,33.75,3.7031
11005,-117.79,33.77,8.5403
11006,-117.79,33.77,6.9014
11007,-117.78,33.76,11.4537
11008,-117.78,33.78,10.1714
11009,-117.76,33.79,8.2653
11010,-117.77,33.76,11.0124
11011,-117.82,33.77,7.0565
11012,-117.83,33.77,4.1151
11013,-117.83,33.77,4.275
11014,-117.82,33.76,6.5308
11015,-117.82,33.77,7.1882
11016,-117.82,33.76,6.2944
11017,-117.81,33.76,5.5654
11018,-117.8,33.77,8.7496
11019,-117.81,33.77,7.2392
11020,-117.81,33.83,10.157
11021,-117.83,33.83,8.3818
11022,-117.83,33.83,3.6707
11023,-117.82,33.8,4.0484
11024,-117.83,33.79,4.8542
11025,-117.82,33.79,4.1339
11026,-117.83,33.8,5.8622
11027,-117.83,33.8,3.8681
11028,-117.84,33.79,5.3041
11029,-117.83,33.79,2.9312
11030,-117.84,33.79,2.378
11031,-117.84,33.78,4.6125
11032,-117.84,33.78,4.25
11033,-117.81,33.79,3.75
11034,-117.82,33.78,6.58
11035,-117.81,33.78,5.7934
11036,-117.82,33.78,5.4562
11037,-117.81,33.82,12.2092
11038,-117.8,33.83,11.1228
11039,-117.82,33.82,8.3637
11040,-117.81,33.81,8.9257
11041,-117.81,33.82,10.8111
11042,-117.82,33.81,9.9055
11043,-117.83,33.82,5.7817
11044,-117.83,33.82,3.6953
11045,-117.83,33.81,2.8403
11046,-117.82,33.81,5.4395
11047,-117.83,33.81,5.4298
11048,-117.82,33.81,6.0705
11049,-117.85,33.79,3.4234
11050,-117.85,33.79,3.6827
11051,-117.86,33.79,3.1792
11052,-117.85,33.79,3.8929
11053,-117.85,33.78,3.3939
11054,-117.86,33.78,3.125
11055,-117.85,33.77,4.575
11056,-117.85,33.79,2.4688
11057,-117.86,33.79,3.8929
11058,-117.86,33.78,2.6959
11059,-117.87,33.78,4.3039
11060,-117.87,33.78,4.7208
11061,-117.87,33.78,3.7454
11062,-117.86,33.8,3.5172
11063,-117.86,33.79,4.105
11064,-117.87,33.79,4.192
11065,-117.88,33.79,5.1418
11066,-117.89,33.78,2.8835
11067,-117.9,33.78,3.3627
11068,-117.85,33.84,6.6719
11069,-117.86,33.84,3.0087
11070,-117.85,33.84,5.1785
11071,-117.85,33.83,5.6784
11072,-117.86,33.83,5.3439
11073,-117.84,33.84,4.5217
11074,-117.86,33.8,2.8235
11075,-117.85,33.81,4.9917
11076,-117.85,33.81,4.0417
11077,-117.85,33.8,3.825
11078,-117.85,33.8,4.3269
11079,-117.84,33.81,4.0324
11080,-117.84,33.8,4.3661
11081,-117.84,33.8,3.59
11082,-117.86,33.82,6.6603
11083,-117.84,33.82,4.7946
11084,-117.84,33.84,5.0629
11085,-117.89,33.84,3.5521
11086,-117.89,33.83,5.6276
11087,-117.9,33.83,3.8456
11088,-117.89,33.82,4.8906
11089,-117.89,33.8,6.0224
11090,-117.89,33.82,5.0605
11091,-117.89,33.82,3.6761
11092,-117.87,33.81,3.7604
11093,-117.87,33.84,5.3812
11094,-117.88,33.84,3.5893
11095,-117.88,33.84,3.7303
11096,-117.87,33.83,5.6163
11097,-117.88,33.83,6.4685
11098,-117.88,33.83,6.8407
11099,-117.88,33.82,3.8631
11100,-117.88,33.82,6.0488
11101,-117.87,33.82,5.9397
11102,-117.88,33.85,3.7772
11103,-117.88,33.85,4.375
11104,-117.88,33.84,6.1168
11105,-117.88,33.84,5.1782
11106,-117.9,33.85,4.325
11107,-117.9,33.85,3.6
11108,-117.89,33.85,3.875
11109,-117.9,33.85,3.3375
11110,-117.89,33.85,3.2303
11111,-117.9,33.84,3.5329
11112,-117.89,33.84,2.8021
11113,-117.88,33.85,2.3173
11114,-117.88,33.84,3.9286
11115,-117.87,33.84,4.5
11116,-117.87,33.84,4.0724
11117,-117.87,33.84,4.5112
11118,-117.87,33.84,5.1182
11119,-117.85,33.85,4.2276
11120,-117.86,33.85,4.9306
11121,-117.92,33.85,2.3704
11122,-117.92,33.84,4.6111
11123,-117.92,33.85,3.2344
11124,-117.91,33.85,2.7014
11125,-117.91,33.84,2.9583
11126,-117.91,33.85,3.025
11127,-117.91,33.84,2.6563
11128,-117.93,33.85,1.9621
11129,-117.94,33.85,3.3393
11130,-117.93,33.85,2.9474
11131,-117.93,33.85,3.875
11132,-117.93,33.85,4.2019
11133,-117.93,33.85,3.2188
11134,-117.94,33.85,4.275
11135,-117.93,33.84,3.2301
11136,-117.95,33.85,4.1325
11137,-117.96,33.85,4.125
11138,-117.97,33.85,4.0061
11139,-117.96,33.85,4.8438
11140,-117.95,33.84,3.4028
11141,-117.95,33.84,3.75
11142,-117.95,33.84,3.5455
11143,-117.94,33.84,3.1884
11144,-117.94,33.84,3.6214
11145,-117.98,33.85,4.765
11146,-117.98,33.84,3.9539
11147,-117.98,33.84,5.0747
11148,-117.97,33.85,5.1057
11149,-117.96,33.84,3.4583
11150,-117.97,33.84,4.8667
11151,-117.97,33.84,5.25
11152,-117.97,33.84,4.2679
11153,-117.97,33.84,2.8348
11154,-117.99,33.84,4.9115
11155,-117.97,33.83,3.2546
11156,-117.98,33.84,4.6042
11157,-117.98,33.83,3.3006
11158,-118.0,33.82,3.2326
11159,-118.01,33.82,4.0625
11160,-118.01,33.83,2.5577
11161,-118.01,33.83,2.4609
11162,-118.0,33.83,3.9333
11163,-118.0,33.83,2.2401
11164,-118.0,33.82,4.5294
11165,-117.99,33.83,3.2539
11166,-117.99,33.82,3.1538
11167,-117.99,33.83,5.2657
11168,-117.99,33.82,4.1167
11169,-117.98,33.83,3.2823
11170,-117.98,33.82,4.9219
11171,-117.98,33.82,5.5486
11172,-117.98,33.83,6.212999999999999
11173,-117.97,33.83,4.0185
11174,-117.97,33.82,2.9891
11175,-117.97,33.82,3.7655
11176,-117.96,33.83,3.3831
11177,-117.96,33.83,3.1315
11178,-117.96,33.83,6.1001
11179,-117.95,33.84,3.65
11180,-117.94,33.83,3.25
11181,-117.95,33.83,4.9394
11182,-117.94,33.82,3.8828
11183,-117.94,33.82,3.4
11184,-117.95,33.82,3.6875
11185,-117.95,33.83,5.0599
11186,-117.96,33.83,6.3214
11187,-117.95,33.83,3.8214
11188,-117.93,33.83,2.4942
11189,-117.92,33.82,4.3583
11190,-117.94,33.82,2.3347
11191,-117.94,33.82,5.0764
11192,-117.93,33.82,3.0179
11193,-117.92,33.84,3.2969
11194,-117.92,33.83,2.5564
11195,-117.93,33.83,3.375
11196,-117.93,33.84,6.0531
11197,-117.93,33.84,3.475
11198,-117.91,33.84,2.2716
11199,-117.9,33.83,2.8072
11200,-117.91,33.83,1.119
11201,-117.92,33.83,1.425
11202,-117.91,33.84,1.5903
11203,-117.91,33.84,3.125
11204,-117.91,33.83,3.6607
11205,-117.91,33.83,3.0288
11206,-117.92,33.83,5.0275
11207,-117.92,33.83,3.6042
11208,-117.91,33.83,2.5509
11209,-117.9,33.82,2.4931
11210,-117.92,33.82,4.5057
11211,-117.91,33.82,2.9479
11212,-117.91,33.82,2.3843
11213,-117.91,33.81,2.5625
11214,-117.91,33.82,3.7014
11215,-117.93,33.81,4.8981
11216,-117.92,33.81,5.6047
11217,-117.93,33.8,4.2731
11218,-117.92,33.8,4.6696
11219,-117.9,33.8,2.9231
11220,-117.9,33.8,2.4833
11221,-117.9,33.8,3.0789
11222,-117.9,33.8,4.375
11223,-117.94,33.81,4.2759
11224,-117.94,33.81,3.256
11225,-117.94,33.81,5.8461
11226,-117.94,33.81,4.5714
11227,-117.94,33.8,4.9429
11228,-117.94,33.81,3.6771
11229,-117.93,33.8,4.8611
11230,-117.95,33.82,4.0735
11231,-117.95,33.82,4.3269
11232,-117.96,33.82,3.63
11233,-117.96,33.82,3.7917
11234,-117.96,33.8,4.7667
11235,-117.96,33.81,5.2384
11236,-117.96,33.81,4.7772
11237,-117.96,33.81,4.7738
11238,-117.96,33.82,3.707
11239,-117.96,33.82,3.6422
11240,-117.95,33.81,5.118
11241,-117.96,33.81,4.4663
11242,-117.95,33.81,4.025
11243,-118.0,33.81,4.3636
11244,-118.0,33.81,3.5268
11245,-118.01,33.81,4.5179
11246,-118.0,33.82,3.1087
11247,-118.0,33.81,4.1276
11248,-118.0,33.81,3.7059
11249,-117.99,33.8,3.975
11250,-118.0,33.81,2.8835
11251,-117.99,33.82,2.8625
11252,-117.99,33.81,2.4526
11253,-117.99,33.81,2.2
11254,-117.99,33.81,4.1667
11255,-117.98,33.81,2.582
11256,-117.98,33.81,3.7201
11257,-117.98,33.81,5.152
11258,-117.97,33.81,2.8042
11259,-117.97,33.81,4.485
11260,-117.99,33.8,3.3281
11261,-117.99,33.79,4.5263
11262,-117.99,33.79,3.1801
11263,-117.99,33.79,3.9566
11264,-117.98,33.8,5.4876
11265,-117.98,33.79,4.1115
11266,-117.98,33.8,4.3036
11267,-117.97,33.8,5.4631
11268,-117.97,33.79,3.6849
11269,-118.0,33.79,3.6531
11270,-117.99,33.78,3.5313
11271,-117.99,33.79,3.2857
11272,-117.98,33.78,3.9798
11273,-117.97,33.79,4.1818
11274,-117.99,33.78,3.1049
11275,-117.97,33.78,3.9479
11276,-117.98,33.78,3.2636
11277,-117.96,33.8,3.4821
11278,-117.96,33.79,5.2816
11279,-117.96,33.8,5.244
11280,-117.96,33.8,4.425
11281,-117.95,33.79,5.6935
11282,-117.95,33.78,3.9536
11283,-117.96,33.79,2.0677
11284,-117.96,33.78,6.37
11285,-117.94,33.8,2.8
11286,-117.95,33.79,4.4667
11287,-117.95,33.8,4.6389
11288,-117.95,33.8,5.237
11289,-117.94,33.79,4.7986
11290,-117.93,33.78,4.3906
11291,-117.94,33.78,4.7731
11292,-117.93,33.79,4.0909
11293,-117.93,33.79,5.2129
11294,-117.92,33.79,4.5739
11295,-117.92,33.79,3.1726
11296,-117.92,33.79,2.8622
11297,-117.91,33.79,4.25
11298,-117.91,33.78,4.0362
11299,-117.93,33.78,3.9018
11300,-117.92,33.77,3.522
11301,-117.91,33.78,3.045
11302,-117.92,33.78,3.4837
11303,-117.95,33.78,2.9726
11304,-117.94,33.77,4.5052
11305,-117.94,33.77,3.2591
11306,-117.94,33.78,3.8056
11307,-117.94,33.78,3.0125
11308,-117.93,33.77,4.5833
11309,-117.96,33.78,2.4931
11310,-117.95,33.78,3.7303
11311,-117.96,33.78,4.875
11312,-117.95,33.77,4.1917
11313,-117.95,33.77,3.2632
11314,-117.96,33.77,4.1321
11315,-117.97,33.77,2.9414
11316,-117.97,33.77,2.7157
11317,-117.97,33.77,2.6618
11318,-117.99,33.77,3.4955
11319,-117.98,33.77,3.6333
11320,-117.97,33.76,3.1771
11321,-117.98,33.77,4.0955
11322,-117.98,33.76,4.32
11323,-117.97,33.76,4.7464
11324,-117.96,33.76,4.2813
11325,-117.96,33.76,3.7734
11326,-117.96,33.75,2.7986
11327,-117.95,33.76,4.1295
11328,-117.94,33.76,4.2386
11329,-117.94,33.76,3.7232
11330,-117.95,33.76,4.3512
11331,-117.94,33.75,4.015
11332,-117.96,33.75,4.6167
11333,-117.96,33.75,2.78
11334,-117.95,33.75,6.6355
11335,-117.95,33.75,5.1416
11336,-117.97,33.76,4.0508
11337,-117.97,33.75,3.9107
11338,-117.97,33.75,3.75
11339,-117.93,33.76,4.1577
11340,-117.93,33.75,4.2219
11341,-117.93,33.75,3.5967
11342,-117.93,33.76,3.3710000000000004
11343,-117.93,33.76,4.05
11344,-117.92,33.75,3.3629
11345,-117.92,33.75,4.0313
11346,-117.89,33.77,4.4732
11347,-117.9,33.77,3.9613
11348,-117.91,33.77,3.0902
11349,-117.91,33.76,3.8506
11350,-117.92,33.76,2.8438
11351,-117.91,33.76,2.8594
11352,-117.92,33.75,2.6442
11353,-117.92,33.75,3.0625
11354,-117.91,33.75,3.0635
11355,-117.93,33.74,3.9219
11356,-117.93,33.74,3.1403
11357,-117.93,33.74,3.3017
11358,-117.92,33.74,3.1773
11359,-117.92,33.74,2.1838
11360,-117.91,33.74,3.3846
11361,-117.92,33.74,4.3882
11362,-117.93,33.73,3.9816
11363,-117.94,33.74,4.2222
11364,-117.94,33.73,5.2563
11365,-117.95,33.74,3.7162
11366,-117.95,33.74,5.4485
11367,-117.95,33.74,5.9838
11368,-117.98,33.7,4.1603
11369,-117.98,33.71,4.4766
11370,-117.99,33.71,3.6696
